Datetime,open_price,high_price,low_price,close_price,volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_200,RSI,MACD,Signal_Line
2025-02-20 18:55:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,,,,,-4.941135089908677e-05,-2.635304879956401e-05
2025-02-20 18:56:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,,,,,-3.641892798667001e-05,-2.836622463698521e-05
2025-02-20 18:57:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,,,,,-2.5824648747452272e-05,-2.7857909459078624e-05
2025-02-20 18:58:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,,,,50.0,-1.7229989528688705e-05,-2.5732325473000643e-05
2025-02-20 18:59:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,,,,50.0,-1.0299929006807318e-05,-2.264584617976198e-05
2025-02-20 19:00:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,,,,50.0,-1.3549371285392908e-05,-2.082655120088817e-05
2025-02-20 19:01:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,,,,39.995673804888604,-1.5940821830762175e-05,-1.9849405326862974e-05
2025-02-20 19:02:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,,,,33.33333333333333,-2.6419649044262528e-05,-2.1163454070342884e-05
2025-02-20 19:03:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,,,,33.33333333333333,-3.432847778372938e-05,-2.3796458813020183e-05
2025-02-20 19:04:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.049984520673752,,,33.33333333333333,-4.893000083661114e-05,-2.8823167217738376e-05
2025-02-20 19:05:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.049962478876114,,,28.573636223149435,-6.859917911428148e-05,-3.6778369597047e-05
2025-02-20 19:06:00+00:00,1.049538254737854,1.049538254737854,1.049538254737854,1.049538254737854,0,0.0,0.0,1.0499404430389405,,,25.003380662609885,-9.201459235974596e-05,-4.782561414958679e-05
2025-02-20 19:07:00+00:00,1.049538254737854,1.049538254737854,1.049538254737854,1.049538254737854,0,0.0,0.0,1.0499128937721252,,,28.573636223149435,-0.00010931140225456382,-6.01227717705822e-05
2025-02-20 19:08:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.0498908519744874,,,37.49830966869506,-0.00011283047454169193,-7.066431232480415e-05
2025-02-20 19:09:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.0498688101768494,,,37.49830966869506,-0.00011430176508531176,-7.939180287690568e-05
2025-02-20 19:10:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.0498577892780303,,,28.562596599690877,-0.00010536505596814294,-8.458645349515314e-05
2025-02-20 19:11:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.0498522818088531,,,37.49830966869506,-8.836626442820794e-05,-8.53424156817641e-05
2025-02-20 19:12:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.049846774339676,,,37.49830966869506,-7.40410999520158e-05,-8.308215253581444e-05
2025-02-20 19:13:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.049846774339676,,,37.49830966869506,-6.197390727180618e-05,-7.88605034830128e-05
2025-02-20 19:14:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.049846774339676,,,42.859350850077284,-5.1813298678649033e-05,-7.345106252214005e-05
2025-02-20 19:15:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.0498412609100343,,,37.49830966869506,-5.205859794243928e-05,-6.91725696061999e-05
2025-02-20 19:16:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.0498247265815734,,,42.85272755370113,-5.1657523599812905e-05,-6.56695604049225e-05
2025-02-20 19:17:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.0498026847839355,,,37.49830966869506,-5.9541447248179225e-05,-6.444393777357385e-05
2025-02-20 19:18:00+00:00,1.049538254737854,1.049538254737854,1.049538254737854,1.049538254737854,0,0.0,0.0,1.0497751355171203,,,37.503381119826884,-7.382662090504866e-05,-6.632047439986881e-05
2025-02-20 19:19:00+00:00,1.049428105354309,1.049428105354309,1.049428105354309,1.049428105354309,0,0.0,0.0,1.049742078781128,,,37.503381119826884,-9.296422492588441e-05,-7.164922450507194e-05
2025-02-20 19:20:00+00:00,1.049428105354309,1.049428105354309,1.049428105354309,1.049428105354309,0,0.0,0.0,1.0497145354747772,,,42.859350850077284,-0.00010689865286339639,-7.869911017673683e-05
2025-02-20 19:21:00+00:00,1.049428105354309,1.049428105354309,1.049428105354309,1.049428105354309,0,0.0,0.0,1.0496869921684264,,,42.859350850077284,-0.00011659772144256841,-8.627883242990316e-05
2025-02-20 19:22:00+00:00,1.049428105354309,1.049428105354309,1.049428105354309,1.049428105354309,0,0.0,0.0,1.049664956331253,,,33.33934367111432,-0.00012286795783444937,-9.35966575108124e-05
2025-02-20 19:23:00+00:00,1.0493179559707642,1.0493179559707642,1.0493179559707642,1.0493179559707642,0,0.0,0.0,1.0496374130249024,,,28.578052550231845,-0.0001351671769673768,-0.00010191076140212527
2025-02-20 19:24:00+00:00,1.0493179559707642,1.0493179559707642,1.0493179559707642,1.0493179559707642,0,0.0,0.0,1.0496153831481934,,,16.678687342228642,-0.00014326295062483396,-0.00011018119924666701
2025-02-20 19:25:00+00:00,1.0493179559707642,1.0493179559707642,1.0493179559707642,1.0493179559707642,0,0.0,0.0,1.0495988607406617,,,0.0,-0.00014797316701598007,-0.00011773959280052963
2025-02-20 19:26:00+00:00,1.0493179559707642,1.0493179559707642,1.0493179559707642,1.0493179559707642,0,0.0,0.0,1.0495878458023071,,,0.0,-0.0001499772035957747,-0.00012418711495957866
2025-02-20 19:27:00+00:00,1.0492078065872192,1.0492078065872192,1.0492078065872192,1.0492078065872192,0,0.0,0.0,1.0495713233947754,,,0.0,-0.00015862502121488653,-0.00013107469621064026
2025-02-20 19:28:00+00:00,1.049428105354309,1.049428105354309,1.049428105354309,1.049428105354309,0,0.0,0.0,1.049560308456421,,,24.996618422832412,-0.0001460189935278411,-0.00013406355567408045
2025-02-20 19:29:00+00:00,1.049538254737854,1.049538254737854,1.049538254737854,1.049538254737854,0,0.0,0.0,1.0495548009872437,,,37.5,-0.00012569159658393225,-0.0001323891638560508
2025-02-20 19:30:00+00:00,1.049538254737854,1.049538254737854,1.049538254737854,1.049538254737854,0,0.0,0.0,1.0495437860488892,,,37.5,-0.0001083331904703222,-0.0001275779691789051
2025-02-20 19:31:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.04953276515007,,,50.0,-8.471188795633466e-05,-0.00011900475293439101
2025-02-20 19:32:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.0495272517204284,,,62.50000000000001,-5.645294641110077e-05,-0.00010649439162973297
2025-02-20 19:33:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.0495162308216095,,,62.50000000000001,-4.2456257033807177e-05,-9.368676471054783e-05
2025-02-20 19:34:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.0495052099227906,1.049741003513336,,62.50000000000001,-3.100635786901229e-05,-8.115068334224072e-05
2025-02-20 19:35:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.0495052099227906,1.049734389781952,,66.66666666666666,-1.2895444931437794e-05,-6.749963566008014e-05
2025-02-20 19:36:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.0495052099227906,1.0497299814224244,,66.66666666666666,1.440973409039259e-06,-5.371151384625626e-05
2025-02-20 19:37:00+00:00,1.049648404121399,1.049648404121399,1.049648404121399,1.049648404121399,0,0.0,0.0,1.0495052099227906,1.049721164703369,,66.66666666666666,3.869943240308871e-06,-4.2195222428943237e-05
2025-02-20 19:38:00+00:00,1.0497585535049438,1.0497585535049438,1.0497585535049438,1.0497585535049438,0,0.0,0.0,1.049516224861145,1.049714550971985,,70.0,1.4515725775599009e-05,-3.085303278803479e-05
2025-02-20 19:39:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.0495382606983186,1.0497101426124573,,72.72995573044761,3.1487372195826424e-05,-1.8384951791262547e-05
2025-02-20 19:40:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.049560296535492,1.0497079396247864,,72.72995573044761,4.4425415719251404e-05,-5.8228782891597564e-06
2025-02-20 19:41:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0495878398418426,1.0497079396247864,,81.81997048696508,6.284263237255061e-05,7.910223843182317e-06
2025-02-20 19:42:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0496153831481934,1.0497079396247864,,77.7804496813755,7.655592026489799e-05,2.1639363127525452e-05
2025-02-20 19:43:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0496484339237213,1.0497101426124573,,75.0033815771676,8.642751710064012e-05,3.4596993922148386e-05
2025-02-20 19:44:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.049686998128891,1.049714550971985,,77.78312094253427,0.00010197310017945327,4.807221517360937e-05
2025-02-20 19:45:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0497255623340607,1.0497189593315124,,75.00676223965377,0.00011299060145009143,6.105589242890579e-05
2025-02-20 19:46:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.049769639968872,1.049721164703369,,75.01014198782961,0.00012913125969249428,7.467096588162349e-05
2025-02-20 19:47:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0498192250728606,1.0497233700752258,,85.7209086694483,0.00014030549324761665,8.779787135482212e-05
2025-02-20 19:48:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0498688280582429,1.0497299885749818,,88.89689978370583,0.00016506353117806682,0.00010325100331947106
2025-02-20 19:49:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0499129235744475,1.0497366070747376,,87.51013787510138,0.00018257978846047962,0.00011911676034767278
2025-02-20 19:50:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0499570190906524,1.04974543094635,,87.51013787510138,0.00019422267050828168,0.00013413794237979455
2025-02-20 19:51:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0499956071376801,1.0497542548179626,,100.0,0.00020113122287623852,0.00014753659847908335
2025-02-20 19:52:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0500286877155305,1.049765281677246,,100.0,0.00020425181264727144,0.00015887964131272098
2025-02-20 19:53:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.050067275762558,1.0497763085365295,,100.0,0.00020436906317833348,0.00016797752568584347
2025-02-20 19:54:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0501058638095855,1.0497895407676696,,100.0,0.00020213193395712814,0.0001748084073401004
2025-02-20 19:55:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0501389443874358,1.0498049759864807,,100.0,0.00019807569956498128,0.0001794618657850766
2025-02-20 19:56:00+00:00,1.0505305528640747,1.0505305528640747,1.0505305528640747,1.0505305528640747,0,0.0,0.0,1.0501775443553925,1.0498248219490052,,100.0,0.00020144632977414645,0.00018385875858289058
2025-02-20 19:57:00+00:00,1.0505305528640747,1.0505305528640747,1.0505305528640747,1.0505305528640747,0,0.0,0.0,1.0502216517925262,1.0498446679115296,,100.0,0.00020179145224807904,0.00018744529731592828
2025-02-20 19:58:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0502547323703766,1.0498601031303405,,79.99135695764909,0.00019095636510257918,0.00018814751087325846
2025-02-20 19:59:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0502822995185852,1.0498755383491516,,79.99135695764909,0.0001802911957993203,0.00018657624785847085
2025-02-20 20:00:00+00:00,1.0503098964691162,1.0503098964691162,1.0503098964691162,1.0503098964691162,0,0.0,0.0,1.050304353237152,1.049886565208435,,60.004321521175456,0.0001610843384176608,0.00018147786597030885
2025-02-20 20:01:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0503153800964355,1.0498931789398194,,50.0,0.0001353946472693046,0.000172261222230108
2025-02-20 20:02:00+00:00,1.0503098964691162,1.0503098964691162,1.0503098964691162,1.0503098964691162,0,0.0,0.0,1.0503319263458253,1.0499020004272461,,40.00864117519983,0.00012253030198317028,0.00016231503818072047
2025-02-20 20:03:00+00:00,1.0503098964691162,1.0503098964691162,1.0503098964691162,1.0503098964691162,0,0.0,0.0,1.0503484725952148,1.0499108219146729,,40.00864117519983,0.00011105504226360807,0.00015206303899729798
2025-02-20 20:04:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0503539860248565,1.0499174356460572,,33.339333933393334,9.199300508000441e-05,0.0001400490322138393
2025-02-20 20:05:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0503594994544982,1.049926254749298,,33.339333933393334,7.601000722878837e-05,0.00012724122721682912
2025-02-20 20:06:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0503484725952148,1.0499306631088257,,25.010128291694798,4.502879458834208e-05,0.00011079874069113171
2025-02-20 20:07:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0503374457359314,1.0499372744560242,,25.010128291694798,2.0242616085575094e-05,9.268751577002039e-05
2025-02-20 20:08:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0503153860569001,1.0499460887908936,,25.010128291694798,5.925603803191848e-07,7.426852469208015e-05
2025-02-20 20:09:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.0502878189086915,1.049954903125763,,22.2355624924961,-2.3596380644530512e-05,5.469554362475802e-05
2025-02-20 20:10:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.05026575922966,1.0499659204483032,,22.216884832472687,-3.349208013192495e-05,3.705801887342143e-05
2025-02-20 20:11:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0502436995506286,1.0499769377708434,,22.216884832472687,-4.0863444913830094e-05,2.1473726115971125e-05
2025-02-20 20:12:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0502216398715973,1.0499879550933837,,24.99662207809756,-4.617305042775577e-05,7.944370807225747e-06
2025-02-20 20:13:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0501995801925659,1.050001175403595,,24.99662207809756,-4.980680915900315e-05,-3.6058651860200325e-06
2025-02-20 20:14:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0501775205135346,1.0500143957138062,,28.56701667696109,-5.208617216290179e-05,-1.3301926581396385e-05
2025-02-20 20:15:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0501554608345032,1.0500276160240174,,33.33333333333333,-5.327842326696697e-05,-2.1297225918510502e-05
2025-02-20 20:16:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0501278817653656,1.0500408363342286,,19.98269896193773,-5.3605361616027025e-05,-2.775885305801381e-05
2025-02-20 20:17:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.0500947952270507,1.0500540566444396,,16.654650324441235,-6.203746799426924e-05,-3.46145760452649e-05
2025-02-20 20:18:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.0500672280788421,1.0500628709793092,,19.99134573777586,-6.793683945294227e-05,-4.127902872680037e-05
2025-02-20 20:19:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.0500396609306335,1.0500694823265075,,19.99134573777586,-7.178464513191152e-05,-4.73801520078226e-05
2025-02-20 20:20:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.0500176072120666,1.0500760936737061,,33.33333333333333,-7.398124906710102e-05,-5.270037141967829e-05
2025-02-20 20:21:00+00:00,1.0498688220977783,1.0498688220977783,1.0498688220977783,1.0498688220977783,0,0.0,0.0,1.050001072883606,1.0500805020332336,,33.33333333333333,-7.485914389881998e-05,-5.713212591550663e-05
2025-02-20 20:22:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0499845266342163,1.0500849103927612,,50.0,-6.590701217179529e-05,-5.888710316676437e-05
2025-02-20 20:23:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0499734938144685,1.0500937271118165,,75.00676223965377,-4.9345801707456616e-05,-5.6978842874902824e-05
2025-02-20 20:24:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0499679803848267,1.0501025438308715,,66.67868734222864,-3.5808149045024606e-05,-5.2744704108927184e-05
2025-02-20 20:25:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.049962466955185,1.0501091575622559,,66.67868734222864,-2.4793655944321813e-05,-4.715449447600611e-05
2025-02-20 20:26:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0499679803848267,1.0501157712936402,,66.67868734222864,-1.588151854692299e-05,-4.089989929018949e-05
2025-02-20 20:27:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0499734938144685,1.0501245880126953,,66.67868734222864,-8.718088750914177e-06,-3.446353718233443e-05
2025-02-20 20:28:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0499790072441102,1.0501312017440796,,66.67868734222864,-3.0063635401145206e-06,-2.8172102453890448e-05
2025-02-20 20:29:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.049990028142929,1.0501356101036072,,66.67868734222864,1.502895397464954e-06,-2.223710288361937e-05
2025-02-20 20:30:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0499955415725708,1.0501400184631349,,66.67868734222864,5.018663563394199e-06,-1.6785949594216657e-05
2025-02-20 20:31:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500010550022125,1.0501422238349916,,100.0,7.71599003446255e-06,-1.1885561668480816e-05
2025-02-20 20:32:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500065684318542,1.0501444292068483,,100.0,9.741348494296531e-06,-7.560179635925347e-06
2025-02-20 20:33:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.050012081861496,1.050146634578705,,100.0,1.1217155281961766e-05,-3.804712652347925e-06
2025-02-20 20:34:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500175952911377,1.050146634578705,,100.0,1.2245583332015642e-05,-5.946534554752116e-07
2025-02-20 20:35:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500231087207794,1.050146634578705,,100.0,1.291178099704915e-05,2.106633435029661e-06
2025-02-20 20:36:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500286221504211,1.0501444292068483,,100.0,1.3286587930982918e-05,4.3426243342203125e-06
2025-02-20 20:37:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0500451564788817,1.0501444292068483,,100.0,2.222518096384185e-05,7.91913566014462e-06
2025-02-20 20:38:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0500616908073426,1.050140016078949,,100.0,2.8975073727899314e-05,1.213032327369556e-05
2025-02-20 20:39:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500727117061615,1.050133397579193,,50.0,2.5136895995370168e-05,1.4731637818030482e-05
2025-02-20 20:40:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500837326049806,1.0501267790794373,,50.0,2.184331633592329e-05,1.6153973521609046e-05
2025-02-20 20:41:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500947535037994,1.0501201605796815,,50.0,1.901394974979098e-05,1.6725968767245433e-05
2025-02-20 20:42:00+00:00,1.0499789714813232,1.0499789714813232,1.0499789714813232,1.0499789714813232,0,0.0,0.0,1.0500947535037994,1.0501113367080688,,33.33333333333333,7.784171375035953e-06,1.493760928880354e-05
2025-02-20 20:43:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500947535037994,1.050104718208313,,50.0,7.693558442767312e-06,1.3488799119596294e-05
2025-02-20 20:44:00+00:00,1.0500892400741577,1.0500892400741577,1.0500892400741577,1.0500892400741577,0,0.0,0.0,1.0500947535037994,1.0500980997085572,,50.0,7.534889525206978e-06,1.2298017200718431e-05
2025-02-20 20:45:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0501002669334412,1.050093686580658,,60.0,1.6121063567853255e-05,1.3062626474145397e-05
2025-02-20 20:46:00+00:00,1.0501995086669922,1.0501995086669922,1.0501995086669922,1.0501995086669922,0,0.0,0.0,1.0501057803630829,1.0500870656967163,,60.0,2.266440717857421e-05,1.4982982615031161e-05
2025-02-20 20:47:00+00:00,1.0503098964691162,1.0503098964691162,1.0503098964691162,1.0503098964691162,0,0.0,0.0,1.050116813182831,1.0500826525688172,,66.67267159070437,3.633853915485652e-05,1.9254093922996234e-05
2025-02-20 20:48:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0501333594322204,1.0500826525688172,,71.43298332303891,5.543413099617922e-05,2.6490101337632834e-05
2025-02-20 20:49:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.0501499056816102,1.0500826525688172,,71.43298332303891,6.976333678654356e-05,3.514474842741498e-05
2025-02-20 20:50:00+00:00,1.0505305528640747,1.0505305528640747,1.0505305528640747,1.0505305528640747,0,0.0,0.0,1.050171971321106,1.0500870656967163,,75.00675493109969,8.90007632954326e-05,4.591595140101851e-05
2025-02-20 20:51:00+00:00,1.0505305528640747,1.0505305528640747,1.0505305528640747,1.0505305528640747,0,0.0,0.0,1.0501940369606018,1.050093686580658,,71.43739385517986,0.00010305856738890284,5.734447459859538e-05
2025-02-20 20:52:00+00:00,1.0505305528640747,1.0505305528640747,1.0505305528640747,1.0505305528640747,0,0.0,0.0,1.0502161026000976,1.0500980997085572,,71.43739385517986,0.00011289805985637003,6.845519165015032e-05
2025-02-20 20:53:00+00:00,1.0505305528640747,1.0505305528640747,1.0505305528640747,1.0505305528640747,0,0.0,0.0,1.0502381682395936,1.0501025128364563,,83.33933717579251,0.00011932047634966025,7.862824859005232e-05
2025-02-20 20:54:00+00:00,1.0504201650619507,1.0504201650619507,1.0504201650619507,1.0504201650619507,0,0.0,0.0,1.050254714488983,1.0501069259643554,,71.4263661623958,0.00011418664207840656,8.573992728772317e-05
